,game_id,full_date,spread,ou,ou_total,home,away,match_key,home_score,away_score,fav_side,dog_side,favorite_covered,spread_home_cover,spread_away_cover,ml_fav,ml_dog
155,2023-09-23_Fresno State_Kent State,2023-09-23,27.5,O,47.5,Fresno State,Kent State,Fresno State_Kent State,53,10,home,away,y,y,n,-3594.4117647058824,1418.1176470588234
156,2023-09-23_Georgia Tech_Wake Forest,2023-09-23,3.5,U,59.5,Wake Forest,Georgia Tech,Georgia Tech_Wake Forest,16,30,away,home,y,n,y,-252.70491803278688,1557.639344262295
157,2023-09-23_Houston_Sam Houston,2023-09-23,11.5,O,37.0,Houston,Sam Houston,Houston_Sam Houston,38,7,away,home,n,y,n,-495.29411764705884,393.0
158,2023-09-23_Iowa State_Oklahoma State,2023-09-23,3.5,O,36.0,Iowa State,Oklahoma State,Iowa State_Oklahoma State,34,27,home,away,y,y,n,-252.70491803278688,1557.639344262295
159,2023-09-23_Iowa_Penn State,2023-09-23,14.0,U,38.0,Penn State,Iowa,Iowa_Penn State,31,0,away,home,n,y,n,-480.8358208955224,508.25373134328356
160,2023-09-23_James Madison_Utah State,2023-09-23,5.5,O,53.0,Utah State,James Madison,James Madison_Utah State,38,45,away,home,y,n,y,-404.5111111111111,991.0444444444445
161,2023-09-23_Kansas State_UCF,2023-09-23,6.5,O,52.5,Kansas State,UCF,Kansas State_UCF,44,31,away,home,n,y,n,-398.2073170731707,667.0243902439024
162,2023-09-23_Kentucky_Vanderbilt,2023-09-23,13.5,O,50.0,Vanderbilt,Kentucky,Kentucky_Vanderbilt,28,45,home,away,n,n,y,-448.22222222222223,1511.4888888888888
163,2023-09-23_Louisiana Tech_Nebraska,2023-09-23,20.5,U,44.5,Nebraska,Louisiana Tech,Louisiana Tech_Nebraska,28,14,away,home,n,n,y,-999.9047619047619,786.952380952381
164,2023-09-23_Marshall_Virginia Tech,2023-09-23,6.5,U,43.0,Marshall,Virginia Tech,Marshall_Virginia Tech,24,17,home,away,y,y,n,-398.2073170731707,667.0243902439024
165,2023-09-23_Massachusetts_New Mexico,2023-09-23,3.0,O,48.5,Massachusetts,New Mexico,Massachusetts_New Mexico,31,34,home,away,n,n,y,-276.2142857142857,695.625
166,2023-09-23_Memphis_Missouri,2023-09-23,6.5,O,52.0,Missouri,Memphis,Memphis_Missouri,34,27,home,away,y,y,n,-398.2073170731707,667.0243902439024
167,2023-09-23_Michigan_Rutgers,2023-09-23,24.0,U,44.5,Michigan,Rutgers,Michigan_Rutgers,31,7,home,away,n,n,y,-1007.78125,1114.375
168,2023-09-23_Minnesota_Northwestern,2023-09-23,11.5,O,39.5,Northwestern,Minnesota,Minnesota_Northwestern,37,34,home,away,n,n,y,-495.29411764705884,393.0
169,2023-09-23_Mississippi State_South Carolina,2023-09-23,6.0,O,47.0,South Carolina,Mississippi State,Mississippi State_South Carolina,37,30,away,home,n,y,n,-524.776119402985,786.1044776119403
170,2023-09-23_Nevada_Texas State,2023-09-23,17.0,U,59.5,Texas State,Nevada,Nevada_Texas State,35,24,away,home,n,n,y,-620.0,635.2702702702703
171,2023-09-23_North Carolina_Pittsburgh,2023-09-23,7.0,O,49.5,Pittsburgh,North Carolina,North Carolina_Pittsburgh,24,41,home,away,n,n,y,-470.5263157894737,1887.4812030075188
172,2023-09-23_Northern Illinois_Tulsa,2023-09-23,3.5,U,54.5,Northern Illinois,Tulsa,Northern Illinois_Tulsa,14,22,away,home,y,n,y,-252.70491803278688,1557.639344262295
173,2023-09-23_Notre Dame_Ohio State,2023-09-23,3.0,U,55.5,Notre Dame,Ohio State,Notre Dame_Ohio State,14,17,away,home,n,y,n,-276.2142857142857,695.625
174,2023-09-23_Oregon State_Washington State,2023-09-23,3.0,O,57.5,Washington State,Oregon State,Oregon State_Washington State,38,35,home,away,n,n,y,-276.2142857142857,695.625
175,2023-09-23_Tennessee_UTSA,2023-09-23,24.0,U,59.5,Tennessee,UTSA,Tennessee_UTSA,45,14,away,home,n,y,n,-1007.78125,1114.375
176,2023-09-23_Texas Tech_West Virginia,2023-09-23,6.0,U,54.0,West Virginia,Texas Tech,Texas Tech_West Virginia,20,13,home,away,y,y,n,-524.776119402985,786.1044776119403
177,2023-09-23_Toledo_Western Michigan,2023-09-23,21.5,O,51.5,Toledo,Western Michigan,Toledo_Western Michigan,49,31,home,away,n,n,y,-1153.3333333333333,1057.8
178,2023-09-23_Troy_Western Kentucky,2023-09-23,4.0,U,58.0,Troy,Western Kentucky,Troy_Western Kentucky,27,24,home,away,n,n,y,-252.21686746987953,446.71084337349396
179,2023-09-23_UCLA_Utah,2023-09-23,3.5,U,50.5,Utah,UCLA,UCLA_Utah,14,7,away,home,n,y,n,-252.70491803278688,1557.639344262295
180,2023-09-24_Hawaii_New Mexico State,2023-09-24,3.5,U,55.0,Hawaii,New Mexico State,Hawaii_New Mexico State,20,17,away,home,n,n,y,-252.70491803278688,1557.639344262295
181,2023-09-28_Jacksonville State_Sam Houston,2023-09-28,7.0,O,36.5,Sam Houston,Jacksonville State,Jacksonville State_Sam Houston,28,35,away,home,n,y,n,-470.5263157894737,1887.4812030075188
182,2023-09-28_Middle Tennessee_Western Kentucky,2023-09-28,6.5,U,61.0,Western Kentucky,Middle Tennessee,Middle Tennessee_Western Kentucky,31,10,away,home,n,y,n,-398.2073170731707,667.0243902439024
183,2023-09-28_Temple_Tulsa,2023-09-28,3.0,O,55.5,Tulsa,Temple,Temple_Tulsa,48,26,away,home,n,y,n,-276.2142857142857,695.625
184,2023-09-29_BYU_Cincinnati,2023-09-29,1.0,O,47.5,BYU,Cincinnati,BYU_Cincinnati,35,27,home,away,y,y,n,-180.61666666666667,415.98333333333335
185,2023-09-29_Louisville_NC State,2023-09-29,3.0,U,56.5,NC State,Louisville,Louisville_NC State,10,13,away,home,n,y,n,-276.2142857142857,695.625
186,2023-09-29_Oregon State_Utah,2023-09-29,4.0,U,43.0,Oregon State,Utah,Oregon State_Utah,21,7,home,away,y,y,n,-252.21686746987953,446.71084337349396
187,2023-09-30_Akron_Buffalo,2023-09-30,3.0,U,53.0,Akron,Buffalo,Akron_Buffalo,10,13,home,away,n,n,y,-276.2142857142857,695.625
188,2023-09-30_Alabama_Mississippi State,2023-09-30,16.5,O,45.5,Mississippi State,Alabama,Alabama_Mississippi State,17,40,home,away,n,n,y,-1718.775,539.65
189,2023-09-30_Appalachian State_Louisiana Monroe,2023-09-30,13.5,O,50.5,Louisiana Monroe,Appalachian State,Appalachian State_Louisiana Monroe,40,41,away,home,n,y,n,-448.22222222222223,1511.4888888888888
190,2023-09-30_Arizona State_California,2023-09-30,13.0,U,47.0,California,Arizona State,Arizona State_California,24,21,home,away,n,n,y,-462.03125,577.53125
191,2023-09-30_Arizona_Washington,2023-09-30,19.5,U,65.5,Arizona,Washington,Arizona_Washington,24,31,away,home,n,y,n,-1123.9473684210527,1319.4736842105262
192,2023-09-30_Arkansas State_Massachusetts,2023-09-30,2.5,O,55.5,Massachusetts,Arkansas State,Arkansas State_Massachusetts,28,52,home,away,n,n,y,-378.39325842696627,412.0
193,2023-09-30_Arkansas_Texas A&M,2023-09-30,6.5,O,53.5,Arkansas,Texas A&M,Arkansas_Texas A&M,22,34,away,home,y,n,y,-398.2073170731707,667.0243902439024
194,2023-09-30_Auburn_Georgia,2023-09-30,14.0,O,44.5,Auburn,Georgia,Auburn_Georgia,20,27,home,away,n,n,y,-480.8358208955224,508.25373134328356
195,2023-09-30_Ball State_Western Michigan,2023-09-30,1.5,O,50.0,Western Michigan,Ball State,Ball State_Western Michigan,42,24,home,away,y,y,n,-323.8360655737705,588.6229508196722
196,2023-09-30_Boise State_Memphis,2023-09-30,3.0,O,58.5,Memphis,Boise State,Boise State_Memphis,35,32,home,away,n,n,y,-276.2142857142857,695.625
197,2023-09-30_Boston College_Virginia,2023-09-30,5.0,E,51.0,Boston College,Virginia,Boston College_Virginia,27,24,home,away,n,n,y,-398.10526315789474,415.05263157894734
198,2023-09-30_Bowling Green_Georgia Tech,2023-09-30,21.0,O,49.0,Georgia Tech,Bowling Green,Bowling Green_Georgia Tech,27,38,home,away,n,n,y,-855.2,704.6285714285714
199,2023-09-30_Central Michigan_Eastern Michigan,2023-09-30,10.0,O,45.0,Central Michigan,Eastern Michigan,Central Michigan_Eastern Michigan,26,23,home,away,n,n,y,-521.3134328358209,471.5074626865672
200,2023-09-30_Charlotte_SMU,2023-09-30,22.5,U,53.0,SMU,Charlotte,Charlotte_SMU,34,16,home,away,n,n,y,-395.0,922.2727272727273
201,2023-09-30_Clemson_Syracuse,2023-09-30,7.0,U,52.0,Syracuse,Clemson,Clemson_Syracuse,14,31,home,away,n,n,y,-470.5263157894737,1887.4812030075188
202,2023-09-30_Coastal Carolina_Georgia Southern,2023-09-30,6.0,U,67.5,Georgia Southern,Coastal Carolina,Coastal Carolina_Georgia Southern,38,28,home,away,y,y,n,-524.776119402985,786.1044776119403
203,2023-09-30_Colorado_USC,2023-09-30,21.5,O,74.5,Colorado,USC,Colorado_USC,41,48,home,away,n,n,y,-1153.3333333333333,1057.8
204,2023-09-30_Connecticut_Utah State,2023-09-30,4.0,O,50.5,Connecticut,Utah State,Connecticut_Utah State,33,34,away,home,n,y,n,-252.21686746987953,446.71084337349396
205,2023-09-30_Duke_Notre Dame,2023-09-30,5.5,U,53.0,Duke,Notre Dame,Duke_Notre Dame,14,21,away,home,y,n,y,-404.5111111111111,991.0444444444445
206,2023-09-30_East Carolina_Rice,2023-09-30,3.5,U,46.5,Rice,East Carolina,East Carolina_Rice,24,17,away,home,n,y,n,-252.70491803278688,1557.639344262295
207,2023-09-30_Florida_Kentucky,2023-09-30,1.0,O,44.0,Kentucky,Florida,Florida_Kentucky,33,14,away,home,n,y,n,-180.61666666666667,415.98333333333335
208,2023-09-30_Fresno State_Nevada,2023-09-30,25.5,U,50.5,Fresno State,Nevada,Fresno State_Nevada,27,9,home,away,n,n,y,-1662.0,888.2
209,2023-09-30_Georgia State_Troy,2023-09-30,1.0,U,50.5,Georgia State,Troy,Georgia State_Troy,7,28,home,away,n,n,y,-180.61666666666667,415.98333333333335
210,2023-09-30_Hawaii_UNLV,2023-09-30,10.5,O,58.5,UNLV,Hawaii,Hawaii_UNLV,44,20,home,away,y,y,n,-421.2708333333333,438.6041666666667
211,2023-09-30_Houston_Texas Tech,2023-09-30,8.5,O,52.0,Texas Tech,Houston,Houston_Texas Tech,49,28,away,home,n,y,n,-370.22222222222223,1141.0740740740741
212,2023-09-30_Illinois_Purdue,2023-09-30,1.0,O,53.5,Purdue,Illinois,Illinois_Purdue,44,19,away,home,n,y,n,-180.61666666666667,415.98333333333335
213,2023-09-30_Indiana_Maryland,2023-09-30,14.5,O,50.0,Maryland,Indiana,Indiana_Maryland,44,17,away,home,n,y,n,-730.8421052631579,496.3421052631579
214,2023-09-30_Iowa State_Oklahoma,2023-09-30,19.5,O,48.5,Oklahoma,Iowa State,Iowa State_Oklahoma,50,20,home,away,y,y,n,-1123.9473684210527,1319.4736842105262
215,2023-09-30_Iowa_Michigan State,2023-09-30,10.0,O,36.5,Iowa,Michigan State,Iowa_Michigan State,26,16,home,away,n,n,y,-521.3134328358209,471.5074626865672
216,2023-09-30_James Madison_South Alabama,2023-09-30,1.0,O,48.5,James Madison,South Alabama,James Madison_South Alabama,31,23,away,home,n,y,n,-180.61666666666667,415.98333333333335
217,2023-09-30_Kansas_Texas,2023-09-30,15.5,U,60.5,Texas,Kansas,Kansas_Texas,40,14,away,home,n,y,n,-607.6153846153846,474.88461538461536
218,2023-09-30_Kent State_Miami OH,2023-09-30,14.0,U,50.5,Kent State,Miami OH,Kent State_Miami OH,3,23,home,away,n,n,y,-480.8358208955224,508.25373134328356
219,2023-09-30_Marshall_Old Dominion,2023-09-30,14.5,O,47.0,Marshall,Old Dominion,Marshall_Old Dominion,41,35,home,away,n,n,y,-730.8421052631579,496.3421052631579
220,2023-09-30_Michigan_Nebraska,2023-09-30,17.5,O,40.0,Nebraska,Michigan,Michigan_Nebraska,7,45,away,home,y,n,y,-678.28125,564.25
221,2023-09-30_Missouri_Vanderbilt,2023-09-30,14.0,O,53.5,Vanderbilt,Missouri,Missouri_Vanderbilt,21,38,home,away,n,n,y,-480.8358208955224,508.25373134328356
222,2023-09-30_Northern Illinois_Toledo,2023-09-30,13.5,O,48.0,Toledo,Northern Illinois,Northern Illinois_Toledo,35,33,away,home,n,n,y,-448.22222222222223,1511.4888888888888
223,2023-09-30_Northwestern_Penn State,2023-09-30,26.5,O,47.5,Northwestern,Penn State,Northwestern_Penn State,13,41,home,away,n,n,y,-1588.5555555555557,1173.111111111111
224,2023-09-30_Oregon_Stanford,2023-09-30,27.0,U,59.0,Stanford,Oregon,Oregon_Stanford,6,42,home,away,n,n,y,-917.1111111111111,1494.7777777777778
225,2023-09-30_Pittsburgh_Virginia Tech,2023-09-30,3.0,O,40.5,Virginia Tech,Pittsburgh,Pittsburgh_Virginia Tech,38,21,home,away,y,y,n,-276.2142857142857,695.625
226,2023-09-30_South Carolina_Tennessee,2023-09-30,12.0,O,60.0,Tennessee,South Carolina,South Carolina_Tennessee,41,20,away,home,n,y,n,-411.86206896551727,430.82758620689657
227,2023-09-30_Southern Miss_Texas State,2023-09-30,6.5,O,60.5,Southern Miss,Texas State,Southern Miss_Texas State,36,50,away,home,y,n,y,-398.2073170731707,667.0243902439024
228,2023-09-30_TCU_West Virginia,2023-09-30,13.5,U,51.5,TCU,West Virginia,TCU_West Virginia,21,24,home,away,n,n,y,-448.22222222222223,1511.4888888888888
229,2023-09-30_Tulane_UAB,2023-09-30,22.5,U,59.5,Tulane,UAB,Tulane_UAB,35,23,away,home,n,n,y,-395.0,922.2727272727273
230,2023-10-04_Jacksonville State_Middle Tennessee,2023-10-04,2.5,O,52.0,Middle Tennessee,Jacksonville State,Jacksonville State_Middle Tennessee,30,45,away,home,y,n,y,-378.39325842696627,412.0
231,2023-10-05_Louisiana Tech_Western Kentucky,2023-10-05,6.0,O,59.0,Louisiana Tech,Western Kentucky,Louisiana Tech_Western Kentucky,28,35,home,away,n,n,y,-524.776119402985,786.1044776119403
232,2023-10-06_Illinois_Nebraska,2023-10-06,3.0,U,41.5,Illinois,Nebraska,Illinois_Nebraska,7,20,home,away,n,n,y,-276.2142857142857,695.625
233,2023-10-06_Kansas State_Oklahoma State,2023-10-06,11.5,U,54.0,Oklahoma State,Kansas State,Kansas State_Oklahoma State,29,21,home,away,n,n,y,-495.29411764705884,393.0
234,2023-10-07_Akron_Northern Illinois,2023-10-07,4.5,O,42.5,Akron,Northern Illinois,Akron_Northern Illinois,14,55,away,home,y,n,y,-309.2950819672131,392.8196721311475
235,2023-10-07_Alabama_Texas A&M,2023-10-07,2.5,O,45.0,Texas A&M,Alabama,Alabama_Texas A&M,20,26,home,away,n,n,y,-378.39325842696627,412.0
236,2023-10-07_Arizona State_Colorado,2023-10-07,3.0,U,58.5,Arizona State,Colorado,Arizona State_Colorado,24,27,away,home,n,y,n,-276.2142857142857,695.625
237,2023-10-07_Arkansas State_Troy,2023-10-07,15.5,U,52.0,Troy,Arkansas State,Arkansas State_Troy,37,3,away,home,n,y,n,-607.6153846153846,474.88461538461536
238,2023-10-07_Arkansas_Ole Miss,2023-10-07,13.0,U,61.5,Ole Miss,Arkansas,Arkansas_Ole Miss,27,20,home,away,n,n,y,-462.03125,577.53125
239,2023-10-07_Army_Boston College,2023-10-07,2.5,O,47.0,Army,Boston College,Army_Boston College,24,27,home,away,n,n,y,-378.39325842696627,412.0
240,2023-10-07_Ball State_Eastern Michigan,2023-10-07,2.5,U,43.5,Eastern Michigan,Ball State,Ball State_Eastern Michigan,24,10,away,home,n,y,n,-378.39325842696627,412.0
241,2023-10-07_Baylor_Texas Tech,2023-10-07,2.5,U,59.5,Baylor,Texas Tech,Baylor_Texas Tech,14,39,away,home,y,n,y,-378.39325842696627,412.0
242,2023-10-07_Boise State_San Jose State,2023-10-07,8.0,O,57.5,Boise State,San Jose State,Boise State_San Jose State,35,27,home,away,n,n,y,-434.64102564102564,358.0
243,2023-10-07_Buffalo_Central Michigan,2023-10-07,2.5,U,52.0,Buffalo,Central Michigan,Buffalo_Central Michigan,37,13,home,away,y,y,n,-378.39325842696627,412.0
244,2023-10-07_California_Oregon State,2023-10-07,7.5,O,51.0,California,Oregon State,California_Oregon State,40,52,away,home,y,n,y,-367.5833333333333,977.5555555555555
245,2023-10-07_Clemson_Wake Forest,2023-10-07,21.0,U,53.0,Clemson,Wake Forest,Clemson_Wake Forest,17,12,home,away,n,n,y,-855.2,704.6285714285714
246,2023-10-07_Colorado State_Utah State,2023-10-07,3.0,O,62.0,Utah State,Colorado State,Colorado State_Utah State,44,24,home,away,y,y,n,-276.2142857142857,695.625
247,2023-10-07_Connecticut_Rice,2023-10-07,10.0,O,47.5,Rice,Connecticut,Connecticut_Rice,31,38,home,away,n,n,y,-521.3134328358209,471.5074626865672
248,2023-10-07_FAU_Tulsa,2023-10-07,3.0,U,54.5,FAU,Tulsa,FAU_Tulsa,20,17,home,away,n,n,y,-276.2142857142857,695.625
249,2023-10-07_Florida State_Virginia Tech,2023-10-07,24.0,O,52.5,Florida State,Virginia Tech,Florida State_Virginia Tech,39,17,home,away,n,n,y,-1007.78125,1114.375
250,2023-10-07_Florida_Vanderbilt,2023-10-07,18.0,O,51.0,Florida,Vanderbilt,Florida_Vanderbilt,38,14,away,home,n,y,n,-813.6111111111111,666.3888888888889
251,2023-10-07_Fresno State_Wyoming,2023-10-07,5.5,E,43.0,Wyoming,Fresno State,Fresno State_Wyoming,24,19,away,home,n,n,y,-404.5111111111111,991.0444444444445
252,2023-10-07_Georgia Tech_Miami FL,2023-10-07,19.0,U,57.0,Miami FL,Georgia Tech,Georgia Tech_Miami FL,20,23,home,away,n,n,y,-725.7692307692307,1304.5384615384614
253,2023-10-07_Georgia_Kentucky,2023-10-07,14.5,O,47.0,Georgia,Kentucky,Georgia_Kentucky,51,13,home,away,y,y,n,-730.8421052631579,496.3421052631579
254,2023-10-07_Iowa State_TCU,2023-10-07,6.5,U,52.5,Iowa State,TCU,Iowa State_TCU,27,14,home,away,y,y,n,-398.2073170731707,667.0243902439024
255,2023-10-07_Kansas_UCF,2023-10-07,2.0,O,65.0,Kansas,UCF,Kansas_UCF,51,22,home,away,y,y,n,-474.98,1152.84
256,2023-10-07_Kent State_Ohio,2023-10-07,24.5,O,45.0,Ohio,Kent State,Kent State_Ohio,42,17,home,away,y,y,n,-1142.235294117647,1202.0588235294117
257,2023-10-07_LSU_Missouri,2023-10-07,6.0,O,63.5,Missouri,LSU,LSU_Missouri,39,49,home,away,n,n,y,-524.776119402985,786.1044776119403
258,2023-10-07_Louisiana Lafayette_Texas State,2023-10-07,1.0,U,66.5,Louisiana Lafayette,Texas State,Louisiana Lafayette_Texas State,34,30,home,away,y,y,n,-180.61666666666667,415.98333333333335
259,2023-10-07_Louisiana Monroe_South Alabama,2023-10-07,10.5,O,51.5,Louisiana Monroe,South Alabama,Louisiana Monroe_South Alabama,7,55,away,home,y,n,y,-421.2708333333333,438.6041666666667
260,2023-10-07_Louisville_Notre Dame,2023-10-07,6.5,U,53.5,Louisville,Notre Dame,Louisville_Notre Dame,33,20,away,home,n,y,n,-398.2073170731707,667.0243902439024
261,2023-10-07_Marshall_NC State,2023-10-07,6.5,O,44.0,NC State,Marshall,Marshall_NC State,48,41,home,away,y,y,n,-398.2073170731707,667.0243902439024
262,2023-10-07_Maryland_Ohio State,2023-10-07,17.0,U,56.5,Ohio State,Maryland,Maryland_Ohio State,37,17,away,home,n,y,n,-620.0,635.2702702702703
263,2023-10-07_Massachusetts_Toledo,2023-10-07,19.0,O,55.5,Massachusetts,Toledo,Massachusetts_Toledo,24,41,away,home,n,y,n,-725.7692307692307,1304.5384615384614
264,2023-10-07_Michigan_Minnesota,2023-10-07,18.5,O,46.0,Minnesota,Michigan,Michigan_Minnesota,10,52,home,away,n,n,y,-645.2941176470588,748.2352941176471
265,2023-10-07_Mississippi State_Western Michigan,2023-10-07,21.5,O,55.0,Mississippi State,Western Michigan,Mississippi State_Western Michigan,41,28,away,home,n,n,y,-1153.3333333333333,1057.8
266,2023-10-07_North Carolina_Syracuse,2023-10-07,9.5,U,59.0,North Carolina,Syracuse,North Carolina_Syracuse,40,7,away,home,n,y,n,-378.86538461538464,437.7307692307692
267,2023-10-07_Oklahoma_Texas,2023-10-07,4.0,O,61.5,Texas,Oklahoma,Oklahoma_Texas,30,34,away,home,n,y,n,-252.21686746987953,446.71084337349396
268,2023-10-07_Old Dominion_Southern Miss,2023-10-07,3.0,U,56.5,Southern Miss,Old Dominion,Old Dominion_Southern Miss,13,17,away,home,y,n,y,-276.2142857142857,695.625
269,2023-10-07_Rutgers_Wisconsin,2023-10-07,12.5,U,44.0,Wisconsin,Rutgers,Rutgers_Wisconsin,24,13,away,home,n,n,y,-628.1851851851852,429.48148148148147
270,2023-10-07_Temple_UTSA,2023-10-07,14.0,O,56.0,Temple,UTSA,Temple_UTSA,34,49,home,away,n,n,y,-480.8358208955224,508.25373134328356
271,2023-10-07_UCLA_Washington State,2023-10-07,3.5,U,59.5,UCLA,Washington State,UCLA_Washington State,25,17,home,away,y,y,n,-252.70491803278688,1557.639344262295
272,2023-10-10_Appalachian State_Coastal Carolina,2023-10-10,4.5,U,59.0,Appalachian State,Coastal Carolina,Appalachian State_Coastal Carolina,24,27,home,away,n,n,y,-309.2950819672131,392.8196721311475
273,2023-10-10_Jacksonville State_Liberty,2023-10-10,7.0,U,59.5,Jacksonville State,Liberty,Jacksonville State_Liberty,13,31,away,home,y,n,y,-470.5263157894737,1887.4812030075188
274,2023-10-10_Louisiana Tech_Middle Tennessee,2023-10-10,3.0,E,54.0,Middle Tennessee,Louisiana Tech,Louisiana Tech_Middle Tennessee,31,23,home,away,y,y,n,-276.2142857142857,695.625
275,2023-10-11_New Mexico State_Sam Houston,2023-10-11,4.0,U,42.5,New Mexico State,Sam Houston,New Mexico State_Sam Houston,27,13,away,home,n,y,n,-252.21686746987953,446.71084337349396
276,2023-10-12_Houston_West Virginia,2023-10-12,3.0,O,49.5,Houston,West Virginia,Houston_West Virginia,41,39,home,away,n,n,y,-276.2142857142857,695.625
277,2023-10-13_Colorado_Stanford,2023-10-13,13.5,O,58.5,Colorado,Stanford,Colorado_Stanford,43,46,away,home,n,y,n,-448.22222222222223,1511.4888888888888
278,2023-10-13_Fresno State_Utah State,2023-10-13,5.5,O,56.0,Utah State,Fresno State,Fresno State_Utah State,32,37,home,away,n,n,y,-404.5111111111111,991.0444444444445
279,2023-10-13_Memphis_Tulane,2023-10-13,5.0,U,54.5,Memphis,Tulane,Memphis_Tulane,21,31,away,home,y,n,y,-398.10526315789474,415.05263157894734
280,2023-10-14_Air Force_Wyoming,2023-10-14,12.5,O,42.0,Air Force,Wyoming,Air Force_Wyoming,34,27,home,away,n,n,y,-628.1851851851852,429.48148148148147
281,2023-10-14_Akron_Central Michigan,2023-10-14,10.5,U,44.0,Central Michigan,Akron,Akron_Central Michigan,17,10,away,home,n,n,y,-421.2708333333333,438.6041666666667
282,2023-10-14_Alabama_Arkansas,2023-10-14,19.0,E,45.0,Alabama,Arkansas,Alabama_Arkansas,24,21,home,away,n,n,y,-725.7692307692307,1304.5384615384614
283,2023-10-14_Arizona_Washington State,2023-10-14,7.5,U,56.5,Washington State,Arizona,Arizona_Washington State,6,44,away,home,y,n,y,-367.5833333333333,977.5555555555555
284,2023-10-14_Army_Troy,2023-10-14,6.5,U,42.0,Army,Troy,Army_Troy,0,19,home,away,n,n,y,-398.2073170731707,667.0243902439024
285,2023-10-14_Auburn_LSU,2023-10-14,11.0,O,60.5,LSU,Auburn,Auburn_LSU,48,18,home,away,y,y,n,-377.4,748.5
286,2023-10-14_Ball State_Toledo,2023-10-14,17.5,U,48.5,Ball State,Toledo,Ball State_Toledo,6,13,away,home,n,y,n,-678.28125,564.25
287,2023-10-14_Boise State_Colorado State,2023-10-14,7.5,O,59.5,Colorado State,Boise State,Boise State_Colorado State,31,30,home,away,n,n,y,-367.5833333333333,977.5555555555555
