,index,full_date,spread,ou,ou_total,home,away,match_key,game_id,home_score,away_score,fav_side,dog_side,favorite_covered,spread_away_cover,spread_home_cover,ml_fav,ml_dog
230,231,2023-09-22,4.5,O,47.0,San Diego State,Boise State,Boise State_San Diego State,2023-09-22_Boise State_San Diego State,31,34,home,away,n,y,n,-309.2950819672131,392.8196721311475
1040,1045,2023-09-22,8.0,U,47.0,Virginia,NC State,NC State_Virginia,2023-09-22_NC State_Virginia,21,24,home,away,n,y,n,-434.64102564102564,358.0
1224,1230,2023-09-22,6.0,O,54.0,Purdue,Wisconsin,Purdue_Wisconsin,2023-09-22_Purdue_Wisconsin,17,38,away,home,y,y,n,-524.776119402985,786.1044776119403
34,34,2023-09-23,16.5,O,45.5,Indiana,Akron,Akron_Indiana,2023-09-23_Akron_Indiana,29,27,away,home,n,y,n,-1718.775,539.65
1177,1183,2023-09-23,7.0,U,56.0,Alabama,Ole Miss,Alabama_Ole Miss,2023-09-23_Alabama_Ole Miss,24,10,away,home,n,n,y,-470.5263157894737,1887.4812030075188
73,73,2023-09-23,3.0,U,45.0,Wyoming,Appalachian State,Appalachian State_Wyoming,2023-09-23_Appalachian State_Wyoming,22,19,away,home,n,y,n,-276.2142857142857,695.625
1461,1468,2023-09-23,34.5,O,62.5,Arizona State,USC,Arizona State_USC,2023-09-23_Arizona State_USC,28,42,home,away,n,y,n,-3561.875,6212.125
91,91,2023-09-23,13.0,U,60.0,Stanford,Arizona,Arizona_Stanford,2023-09-23_Arizona_Stanford,20,21,home,away,n,y,n,-462.03125,577.53125
145,145,2023-09-23,7.0,O,46.5,Arkansas State,Southern Miss,Arkansas State_Southern Miss,2023-09-23_Arkansas State_Southern Miss,44,37,away,home,n,y,n,-470.5263157894737,1887.4812030075188
858,862,2023-09-23,17.5,O,55.5,LSU,Arkansas,Arkansas_LSU,2023-09-23_Arkansas_LSU,34,31,home,away,n,y,n,-678.28125,564.25
161,161,2023-09-23,13.0,U,50.5,Syracuse,Army,Army_Syracuse,2023-09-23_Army_Syracuse,29,16,away,home,n,y,n,-462.03125,577.53125
177,177,2023-09-23,9.5,U,51.5,Texas A&M,Auburn,Auburn_Texas A&M,2023-09-23_Auburn_Texas A&M,27,10,away,home,n,n,y,-378.86538461538464,437.7307692307692
302,304,2023-09-23,9.0,O,56.0,Kansas,BYU,BYU_Kansas,2023-09-23_BYU_Kansas,38,27,away,home,n,n,y,-311.2972972972973,422.86486486486484
193,194,2023-09-23,5.5,U,60.0,Ball State,Georgia Southern,Ball State_Georgia Southern,2023-09-23_Ball State_Georgia Southern,3,40,away,home,y,y,n,-404.5111111111111,991.0444444444445
211,212,2023-09-23,17.5,U,49.0,Baylor,Texas,Baylor_Texas,2023-09-23_Baylor_Texas,6,38,away,home,y,y,n,-678.28125,564.25
251,252,2023-09-23,14.0,O,53.5,Louisville,Boston College,Boston College_Louisville,2023-09-23_Boston College_Louisville,56,28,away,home,n,n,y,-480.8358208955224,508.25373134328356
267,269,2023-09-23,13.0,U,45.5,Bowling Green,Ohio,Bowling Green_Ohio,2023-09-23_Bowling Green_Ohio,7,38,away,home,y,y,n,-462.03125,577.53125
812,815,2023-09-23,10.5,O,57.5,Louisiana Lafayette,Buffalo,Buffalo_Louisiana Lafayette,2023-09-23_Buffalo_Louisiana Lafayette,45,38,home,away,n,y,n,-421.2708333333333,438.6041666666667
318,320,2023-09-23,20.0,O,55.5,Washington,California,California_Washington,2023-09-23_California_Washington,59,32,away,home,n,n,y,-887.578947368421,627.2631578947369
334,336,2023-09-23,16.5,O,46.5,South Alabama,Central Michigan,Central Michigan_South Alabama,2023-09-23_Central Michigan_South Alabama,30,34,away,home,n,n,y,-1718.775,539.65
350,352,2023-09-23,28.0,U,48.5,Florida,Charlotte,Charlotte_Florida,2023-09-23_Charlotte_Florida,22,7,away,home,n,y,n,-1864.1538461538462,2040.3846153846155
364,366,2023-09-23,13.0,U,57.5,Cincinnati,Oklahoma,Cincinnati_Oklahoma,2023-09-23_Cincinnati_Oklahoma,6,20,away,home,y,y,n,-462.03125,577.53125
381,383,2023-09-23,1.5,U,56.0,Clemson,Florida State,Clemson_Florida State,2023-09-23_Clemson_Florida State,24,31,away,home,y,y,n,-323.8360655737705,588.6229508196722
429,431,2023-09-23,3.5,O,50.0,Middle Tennessee,Colorado State,Colorado State_Middle Tennessee,2023-09-23_Colorado State_Middle Tennessee,23,31,away,home,y,y,n,-252.70491803278688,1557.639344262295
415,417,2023-09-23,21.5,U,71.0,Oregon,Colorado,Colorado_Oregon,2023-09-23_Colorado_Oregon,42,6,away,home,n,n,y,-1153.3333333333333,1057.8
444,446,2023-09-23,22.0,O,46.0,Connecticut,Duke,Connecticut_Duke,2023-09-23_Connecticut_Duke,7,41,home,away,n,y,n,-771.0,864.2
462,464,2023-09-23,6.5,U,51.0,Jacksonville State,Eastern Michigan,Eastern Michigan_Jacksonville State,2023-09-23_Eastern Michigan_Jacksonville State,21,0,away,home,n,n,y,-398.2073170731707,667.0243902439024
490,492,2023-09-23,16.0,U,45.5,Illinois,FAU,FAU_Illinois,2023-09-23_FAU_Illinois,23,17,away,home,n,y,n,-586.3076923076923,832.8846153846154
507,509,2023-09-23,10.0,U,54.5,FIU,Liberty,FIU_Liberty,2023-09-23_FIU_Liberty,6,38,away,home,y,y,n,-521.3134328358209,471.5074626865672
549,551,2023-09-23,27.5,O,47.5,Fresno State,Kent State,Fresno State_Kent State,2023-09-23_Fresno State_Kent State,53,10,home,away,y,n,y,-3594.4117647058824,1418.1176470588234
605,607,2023-09-23,3.5,U,59.5,Wake Forest,Georgia Tech,Georgia Tech_Wake Forest,2023-09-23_Georgia Tech_Wake Forest,16,30,away,home,y,y,n,-252.70491803278688,1557.639344262295
1249,1255,2023-09-23,11.5,O,37.0,Houston,Sam Houston,Houston_Sam Houston,2023-09-23_Houston_Sam Houston,38,7,away,home,n,n,y,-495.29411764705884,393.0
705,707,2023-09-23,3.5,O,36.0,Iowa State,Oklahoma State,Iowa State_Oklahoma State,2023-09-23_Iowa State_Oklahoma State,34,27,home,away,y,n,y,-252.70491803278688,1557.639344262295
689,691,2023-09-23,14.0,U,38.0,Penn State,Iowa,Iowa_Penn State,2023-09-23_Iowa_Penn State,31,0,away,home,n,n,y,-480.8358208955224,508.25373134328356
733,735,2023-09-23,5.5,O,53.0,Utah State,James Madison,James Madison_Utah State,2023-09-23_James Madison_Utah State,38,45,home,away,n,y,n,-404.5111111111111,991.0444444444445
1390,1397,2023-09-23,6.5,O,52.5,Kansas State,UCF,Kansas State_UCF,2023-09-23_Kansas State_UCF,44,31,away,home,n,n,y,-398.2073170731707,667.0243902439024
773,776,2023-09-23,13.5,O,50.0,Vanderbilt,Kentucky,Kentucky_Vanderbilt,2023-09-23_Kentucky_Vanderbilt,28,45,home,away,n,y,n,-448.22222222222223,1511.4888888888888
784,787,2023-09-23,20.5,U,44.5,Nebraska,Louisiana Tech,Louisiana Tech_Nebraska,2023-09-23_Louisiana Tech_Nebraska,28,14,away,home,n,y,n,-999.9047619047619,786.952380952381
872,876,2023-09-23,6.5,U,43.0,Marshall,Virginia Tech,Marshall_Virginia Tech,2023-09-23_Marshall_Virginia Tech,24,17,home,away,y,n,y,-398.2073170731707,667.0243902439024
884,888,2023-09-23,7.0,U,51.5,Michigan State,Maryland,Maryland_Michigan State,2023-09-23_Maryland_Michigan State,9,31,home,away,n,y,n,-470.5263157894737,1887.4812030075188
897,901,2023-09-23,3.0,O,48.5,Massachusetts,New Mexico,Massachusetts_New Mexico,2023-09-23_Massachusetts_New Mexico,31,34,home,away,n,y,n,-276.2142857142857,695.625
908,913,2023-09-23,6.5,O,52.0,Missouri,Memphis,Memphis_Missouri,2023-09-23_Memphis_Missouri,34,27,away,home,n,n,y,-398.2073170731707,667.0243902439024
924,929,2023-09-23,23.0,O,46.5,Temple,Miami FL,Miami FL_Temple,2023-09-23_Miami FL_Temple,7,41,home,away,n,y,n,-566.0769230769231,1060.8461538461538
966,971,2023-09-23,24.0,U,44.5,Michigan,Rutgers,Michigan_Rutgers,2023-09-23_Michigan_Rutgers,31,7,home,away,n,y,n,-1007.78125,1114.375
997,1002,2023-09-23,11.5,O,39.5,Northwestern,Minnesota,Minnesota_Northwestern,2023-09-23_Minnesota_Northwestern,37,34,home,away,n,y,n,-495.29411764705884,393.0
1006,1011,2023-09-23,6.0,O,47.0,South Carolina,Mississippi State,Mississippi State_South Carolina,2023-09-23_Mississippi State_South Carolina,37,30,away,home,n,n,y,-524.776119402985,786.1044776119403
1060,1065,2023-09-23,17.0,U,59.5,Texas State,Nevada,Nevada_Texas State,2023-09-23_Nevada_Texas State,35,24,away,home,n,y,n,-620.0,635.2702702702703
1090,1095,2023-09-23,7.0,O,49.5,Pittsburgh,North Carolina,North Carolina_Pittsburgh,2023-09-23_North Carolina_Pittsburgh,24,41,home,away,n,y,n,-470.5263157894737,1887.4812030075188
1081,1086,2023-09-23,3.5,U,54.5,Northern Illinois,Tulsa,Northern Illinois_Tulsa,2023-09-23_Northern Illinois_Tulsa,14,22,home,away,n,y,n,-252.70491803278688,1557.639344262295
1119,1124,2023-09-23,3.0,U,55.5,Notre Dame,Ohio State,Notre Dame_Ohio State,2023-09-23_Notre Dame_Ohio State,14,17,away,home,n,n,y,-276.2142857142857,695.625
1203,1209,2023-09-23,3.0,O,57.5,Washington State,Oregon State,Oregon State_Washington State,2023-09-23_Oregon State_Washington State,38,35,home,away,n,y,n,-276.2142857142857,695.625
1481,1488,2023-09-23,3.0,O,57.5,USF,Rice,Rice_USF,2023-09-23_Rice_USF,42,29,away,home,n,n,y,-276.2142857142857,695.625
1523,1530,2023-09-23,24.0,U,59.5,Tennessee,UTSA,Tennessee_UTSA,2023-09-23_Tennessee_UTSA,45,14,away,home,n,n,y,-1007.78125,1114.375
1357,1363,2023-09-23,6.0,U,54.0,West Virginia,Texas Tech,Texas Tech_West Virginia,2023-09-23_Texas Tech_West Virginia,20,13,home,away,y,n,y,-524.776119402985,786.1044776119403
1359,1365,2023-09-23,21.5,O,51.5,Toledo,Western Michigan,Toledo_Western Michigan,2023-09-23_Toledo_Western Michigan,49,31,home,away,n,y,n,-1153.3333333333333,1057.8
1361,1367,2023-09-23,4.0,U,58.0,Troy,Western Kentucky,Troy_Western Kentucky,2023-09-23_Troy_Western Kentucky,27,24,home,away,n,y,n,-252.21686746987953,446.71084337349396
1412,1419,2023-09-23,3.5,U,50.5,Utah,UCLA,UCLA_Utah,2023-09-23_UCLA_Utah,14,7,away,home,n,n,y,-252.70491803278688,1557.639344262295
617,619,2023-09-24,3.5,U,55.0,Hawaii,New Mexico State,Hawaii_New Mexico State,2023-09-24_Hawaii_New Mexico State,20,17,home,away,n,y,n,-252.70491803278688,1557.639344262295
1250,1256,2023-09-28,7.0,O,36.5,Sam Houston,Jacksonville State,Jacksonville State_Sam Houston,2023-09-28_Jacksonville State_Sam Houston,28,35,away,home,n,n,y,-470.5263157894737,1887.4812030075188
987,992,2023-09-28,6.5,U,61.0,Western Kentucky,Middle Tennessee,Middle Tennessee_Western Kentucky,2023-09-28_Middle Tennessee_Western Kentucky,31,10,away,home,n,n,y,-398.2073170731707,667.0243902439024
1341,1347,2023-09-28,3.0,O,55.5,Tulsa,Temple,Temple_Tulsa,2023-09-28_Temple_Tulsa,48,26,away,home,n,n,y,-276.2142857142857,695.625
303,305,2023-09-29,1.0,O,47.5,BYU,Cincinnati,BYU_Cincinnati,2023-09-29_BYU_Cincinnati,35,27,home,away,y,n,y,-180.61666666666667,415.98333333333335
1504,1511,2023-09-29,1.5,U,49.5,UTEP,Louisiana Tech,Louisiana Tech_UTEP,2023-09-29_Louisiana Tech_UTEP,10,24,away,home,y,y,n,-323.8360655737705,588.6229508196722
1041,1046,2023-09-29,3.0,U,56.5,NC State,Louisville,Louisville_NC State,2023-09-29_Louisville_NC State,10,13,away,home,n,n,y,-276.2142857142857,695.625
1204,1210,2023-09-29,4.0,U,43.0,Oregon State,Utah,Oregon State_Utah,2023-09-29_Oregon State_Utah,21,7,home,away,y,n,y,-252.21686746987953,446.71084337349396
13,13,2023-09-30,10.5,O,43.5,Air Force,San Diego State,Air Force_San Diego State,2023-09-30_Air Force_San Diego State,49,10,home,away,y,n,y,-421.2708333333333,438.6041666666667
35,35,2023-09-30,3.0,U,53.0,Akron,Buffalo,Akron_Buffalo,2023-09-30_Akron_Buffalo,10,13,home,away,n,y,n,-276.2142857142857,695.625
54,54,2023-09-30,16.5,O,45.5,Mississippi State,Alabama,Alabama_Mississippi State,2023-09-30_Alabama_Mississippi State,17,40,home,away,n,y,n,-1718.775,539.65
831,835,2023-09-30,13.5,O,50.5,Louisiana Monroe,Appalachian State,Appalachian State_Louisiana Monroe,2023-09-30_Appalachian State_Louisiana Monroe,40,41,away,home,n,n,y,-448.22222222222223,1511.4888888888888
112,112,2023-09-30,13.0,U,47.0,California,Arizona State,Arizona State_California,2023-09-30_Arizona State_California,24,21,away,home,n,y,n,-462.03125,577.53125
92,92,2023-09-30,19.5,U,65.5,Arizona,Washington,Arizona_Washington,2023-09-30_Arizona_Washington,24,31,away,home,n,n,y,-1123.9473684210527,1319.4736842105262
146,146,2023-09-30,2.5,O,55.5,Massachusetts,Arkansas State,Arkansas State_Massachusetts,2023-09-30_Arkansas State_Massachusetts,28,52,away,home,y,y,n,-378.39325842696627,412.0
128,128,2023-09-30,6.5,O,53.5,Arkansas,Texas A&M,Arkansas_Texas A&M,2023-09-30_Arkansas_Texas A&M,22,34,away,home,y,y,n,-398.2073170731707,667.0243902439024
178,178,2023-09-30,14.0,O,44.5,Auburn,Georgia,Auburn_Georgia,2023-09-30_Auburn_Georgia,20,27,away,home,n,n,y,-480.8358208955224,508.25373134328356
194,195,2023-09-30,1.5,O,50.0,Western Michigan,Ball State,Ball State_Western Michigan,2023-09-30_Ball State_Western Michigan,42,24,away,home,n,n,y,-323.8360655737705,588.6229508196722
1391,1398,2023-09-30,8.0,O,56.0,UCF,Baylor,Baylor_UCF,2023-09-30_Baylor_UCF,35,36,home,away,n,y,n,-434.64102564102564,358.0
231,232,2023-09-30,3.0,O,58.5,Memphis,Boise State,Boise State_Memphis,2023-09-30_Boise State_Memphis,35,32,away,home,n,y,n,-276.2142857142857,695.625
252,253,2023-09-30,5.0,E,51.0,Boston College,Virginia,Boston College_Virginia,2023-09-30_Boston College_Virginia,27,24,home,away,n,y,n,-398.10526315789474,415.05263157894734
268,270,2023-09-30,21.0,O,49.0,Georgia Tech,Bowling Green,Bowling Green_Georgia Tech,2023-09-30_Bowling Green_Georgia Tech,27,38,away,home,n,n,y,-855.2,704.6285714285714
335,337,2023-09-30,10.0,O,45.0,Central Michigan,Eastern Michigan,Central Michigan_Eastern Michigan,2023-09-30_Central Michigan_Eastern Michigan,26,23,home,away,n,y,n,-521.3134328358209,471.5074626865672
1280,1286,2023-09-30,22.5,U,53.0,SMU,Charlotte,Charlotte_SMU,2023-09-30_Charlotte_SMU,34,16,home,away,n,y,n,-395.0,922.2727272727273
382,384,2023-09-30,7.0,U,52.0,Syracuse,Clemson,Clemson_Syracuse,2023-09-30_Clemson_Syracuse,14,31,home,away,n,y,n,-470.5263157894737,1887.4812030075188
400,402,2023-09-30,6.0,U,67.5,Georgia Southern,Coastal Carolina,Coastal Carolina_Georgia Southern,2023-09-30_Coastal Carolina_Georgia Southern,38,28,away,home,n,n,y,-524.776119402985,786.1044776119403
1462,1469,2023-09-30,21.5,O,74.5,Colorado,USC,Colorado_USC,2023-09-30_Colorado_USC,41,48,home,away,n,y,n,-1153.3333333333333,1057.8
1422,1429,2023-09-30,4.0,O,50.5,Connecticut,Utah State,Connecticut_Utah State,2023-09-30_Connecticut_Utah State,33,34,away,home,n,n,y,-252.21686746987953,446.71084337349396
445,447,2023-09-30,5.5,U,53.0,Duke,Notre Dame,Duke_Notre Dame,2023-09-30_Duke_Notre Dame,14,21,away,home,y,y,n,-404.5111111111111,991.0444444444445
476,478,2023-09-30,3.5,U,46.5,Rice,East Carolina,East Carolina_Rice,2023-09-30_East Carolina_Rice,24,17,away,home,n,n,y,-252.70491803278688,1557.639344262295
523,525,2023-09-30,1.0,O,44.0,Kentucky,Florida,Florida_Kentucky,2023-09-30_Florida_Kentucky,33,14,away,home,n,n,y,-180.61666666666667,415.98333333333335
550,552,2023-09-30,25.5,U,50.5,Fresno State,Nevada,Fresno State_Nevada,2023-09-30_Fresno State_Nevada,27,9,home,away,n,y,n,-1662.0,888.2
593,595,2023-09-30,1.0,U,50.5,Georgia State,Troy,Georgia State_Troy,2023-09-30_Georgia State_Troy,7,28,home,away,n,y,n,-180.61666666666667,415.98333333333335
1437,1444,2023-09-30,10.5,O,58.5,UNLV,Hawaii,Hawaii_UNLV,2023-09-30_Hawaii_UNLV,44,20,home,away,y,n,y,-421.2708333333333,438.6041666666667
630,632,2023-09-30,8.5,O,52.0,Texas Tech,Houston,Houston_Texas Tech,2023-09-30_Houston_Texas Tech,49,28,away,home,n,n,y,-370.22222222222223,1141.0740740740741
649,651,2023-09-30,1.0,O,53.5,Purdue,Illinois,Illinois_Purdue,2023-09-30_Illinois_Purdue,44,19,home,away,y,n,y,-180.61666666666667,415.98333333333335
668,670,2023-09-30,14.5,O,50.0,Maryland,Indiana,Indiana_Maryland,2023-09-30_Indiana_Maryland,44,17,away,home,n,n,y,-730.8421052631579,496.3421052631579
706,708,2023-09-30,19.5,O,48.5,Oklahoma,Iowa State,Iowa State_Oklahoma,2023-09-30_Iowa State_Oklahoma,50,20,away,home,n,n,y,-1123.9473684210527,1319.4736842105262
690,692,2023-09-30,10.0,O,36.5,Iowa,Michigan State,Iowa_Michigan State,2023-09-30_Iowa_Michigan State,26,16,home,away,n,y,n,-521.3134328358209,471.5074626865672
734,736,2023-09-30,1.0,O,48.5,James Madison,South Alabama,James Madison_South Alabama,2023-09-30_James Madison_South Alabama,31,23,home,away,y,n,y,-180.61666666666667,415.98333333333335
741,743,2023-09-30,15.5,U,60.5,Texas,Kansas,Kansas_Texas,2023-09-30_Kansas_Texas,40,14,away,home,n,n,y,-607.6153846153846,474.88461538461536
949,954,2023-09-30,14.0,U,50.5,Kent State,Miami OH,Kent State_Miami OH,2023-09-30_Kent State_Miami OH,3,23,home,away,n,y,n,-480.8358208955224,508.25373134328356
813,816,2023-09-30,9.0,O,49.0,Minnesota,Louisiana Lafayette,Louisiana Lafayette_Minnesota,2023-09-30_Louisiana Lafayette_Minnesota,35,24,away,home,n,n,y,-311.2972972972973,422.86486486486484
873,877,2023-09-30,14.5,O,47.0,Marshall,Old Dominion,Marshall_Old Dominion,2023-09-30_Marshall_Old Dominion,41,35,home,away,n,y,n,-730.8421052631579,496.3421052631579
967,972,2023-09-30,17.5,O,40.0,Nebraska,Michigan,Michigan_Nebraska,2023-09-30_Michigan_Nebraska,7,45,home,away,n,y,n,-678.28125,564.25
1014,1019,2023-09-30,14.0,O,53.5,Vanderbilt,Missouri,Missouri_Vanderbilt,2023-09-30_Missouri_Vanderbilt,21,38,home,away,n,y,n,-480.8358208955224,508.25373134328356
1482,1489,2023-09-30,3.5,O,54.0,Navy,USF,Navy_USF,2023-09-30_Navy_USF,30,44,away,home,y,y,n,-252.70491803278688,1557.639344262295
1072,1077,2023-09-30,14.5,O,40.5,Wyoming,New Mexico,New Mexico_Wyoming,2023-09-30_New Mexico_Wyoming,35,26,away,home,n,y,n,-730.8421052631579,496.3421052631579
1082,1087,2023-09-30,13.5,O,48.0,Toledo,Northern Illinois,Northern Illinois_Toledo,2023-09-30_Northern Illinois_Toledo,35,33,away,home,n,y,n,-448.22222222222223,1511.4888888888888
1109,1114,2023-09-30,26.5,O,47.5,Northwestern,Penn State,Northwestern_Penn State,2023-09-30_Northwestern_Penn State,13,41,away,home,y,y,n,-1588.5555555555557,1173.111111111111
1191,1197,2023-09-30,27.0,U,59.0,Stanford,Oregon,Oregon_Stanford,2023-09-30_Oregon_Stanford,6,42,home,away,n,y,n,-917.1111111111111,1494.7777777777778
1218,1224,2023-09-30,3.0,O,40.5,Virginia Tech,Pittsburgh,Pittsburgh_Virginia Tech,2023-09-30_Pittsburgh_Virginia Tech,38,21,home,away,y,n,y,-276.2142857142857,695.625
1300,1306,2023-09-30,12.0,O,60.0,Tennessee,South Carolina,South Carolina_Tennessee,2023-09-30_South Carolina_Tennessee,41,20,away,home,n,n,y,-411.86206896551727,430.82758620689657
1306,1312,2023-09-30,6.5,O,60.5,Southern Miss,Texas State,Southern Miss_Texas State,2023-09-30_Southern Miss_Texas State,36,50,away,home,y,y,n,-398.2073170731707,667.0243902439024
1330,1336,2023-09-30,13.5,U,51.5,TCU,West Virginia,TCU_West Virginia,2023-09-30_TCU_West Virginia,21,24,home,away,n,y,n,-448.22222222222223,1511.4888888888888
1375,1382,2023-09-30,22.5,U,59.5,Tulane,UAB,Tulane_UAB,2023-09-30_Tulane_UAB,35,23,away,home,n,y,n,-395.0,922.2727272727273
508,510,2023-10-04,6.5,O,49.0,New Mexico State,FIU,FIU_New Mexico State,2023-10-04_FIU_New Mexico State,34,17,away,home,n,n,y,-398.2073170731707,667.0243902439024
720,722,2023-10-04,2.5,O,52.0,Middle Tennessee,Jacksonville State,Jacksonville State_Middle Tennessee,2023-10-04_Jacksonville State_Middle Tennessee,30,45,away,home,y,y,n,-378.39325842696627,412.0
1251,1257,2023-10-05,21.5,U,46.5,Liberty,Sam Houston,Liberty_Sam Houston,2023-10-05_Liberty_Sam Houston,21,16,away,home,n,y,n,-1153.3333333333333,1057.8
785,788,2023-10-05,6.0,O,59.0,Louisiana Tech,Western Kentucky,Louisiana Tech_Western Kentucky,2023-10-05_Louisiana Tech_Western Kentucky,28,35,away,home,y,y,n,-524.776119402985,786.1044776119403
650,652,2023-10-06,3.0,U,41.5,Illinois,Nebraska,Illinois_Nebraska,2023-10-06_Illinois_Nebraska,7,20,home,away,n,y,n,-276.2142857142857,695.625
752,754,2023-10-06,11.5,U,54.0,Oklahoma State,Kansas State,Kansas State_Oklahoma State,2023-10-06_Kansas State_Oklahoma State,29,21,home,away,n,y,n,-495.29411764705884,393.0
36,36,2023-10-07,4.5,O,42.5,Akron,Northern Illinois,Akron_Northern Illinois,2023-10-07_Akron_Northern Illinois,14,55,away,home,y,y,n,-309.2950819672131,392.8196721311475
55,55,2023-10-07,2.5,O,45.0,Texas A&M,Alabama,Alabama_Texas A&M,2023-10-07_Alabama_Texas A&M,20,26,home,away,n,y,n,-378.39325842696627,412.0
113,113,2023-10-07,3.0,U,58.5,Arizona State,Colorado,Arizona State_Colorado,2023-10-07_Arizona State_Colorado,24,27,away,home,n,n,y,-276.2142857142857,695.625
1463,1470,2023-10-07,21.0,O,69.5,USC,Arizona,Arizona_USC,2023-10-07_Arizona_USC,43,41,home,away,n,y,n,-855.2,704.6285714285714
147,147,2023-10-07,15.5,U,52.0,Troy,Arkansas State,Arkansas State_Troy,2023-10-07_Arkansas State_Troy,37,3,away,home,n,n,y,-607.6153846153846,474.88461538461536
1178,1184,2023-10-07,13.0,U,61.5,Ole Miss,Arkansas,Arkansas_Ole Miss,2023-10-07_Arkansas_Ole Miss,27,20,home,away,n,y,n,-462.03125,577.53125
162,162,2023-10-07,2.5,O,47.0,Army,Boston College,Army_Boston College,2023-10-07_Army_Boston College,24,27,home,away,n,y,n,-378.39325842696627,412.0
195,196,2023-10-07,2.5,U,43.5,Eastern Michigan,Ball State,Ball State_Eastern Michigan,2023-10-07_Ball State_Eastern Michigan,24,10,away,home,n,n,y,-378.39325842696627,412.0
212,213,2023-10-07,2.5,U,59.5,Baylor,Texas Tech,Baylor_Texas Tech,2023-10-07_Baylor_Texas Tech,14,39,away,home,y,y,n,-378.39325842696627,412.0
232,233,2023-10-07,8.0,O,57.5,Boise State,San Jose State,Boise State_San Jose State,2023-10-07_Boise State_San Jose State,35,27,home,away,n,y,n,-434.64102564102564,358.0
950,955,2023-10-07,7.5,U,43.0,Miami OH,Bowling Green,Bowling Green_Miami OH,2023-10-07_Bowling Green_Miami OH,27,0,home,away,y,n,y,-367.5833333333333,977.5555555555555
286,288,2023-10-07,2.5,U,52.0,Buffalo,Central Michigan,Buffalo_Central Michigan,2023-10-07_Buffalo_Central Michigan,37,13,away,home,n,n,y,-378.39325842696627,412.0
